"df_names","df_long","df_lat"
"Sokimex Gas Station","103.5090476","14.1736457"
"สถานีบริการน้ำมัน 3 ก. รุ่งเรือง","104.0311593","14.7721345"
"สถานีบริการน้ำมันทีพีไอ","103.930668","14.751617"
"PT (Sangkha Rungruang Petroleum Limited Partnership)","103.8766152","14.621482"
"สถานีบริการน้ำมันภานุวัฒน์บริการ","103.8373179","14.6248569"
"PTT","103.8628649","14.6212666"
"Chok Anan Service","104.2821684","14.6683176"
"Total","103.6362715","14.1717195"
"LPG Khukhan","104.2119645","14.6525495"
"Sor. Sirinan Petroleum Limited Partnership","103.5580736","14.6094749"
"คลังน้ำมัน PTG สุรินทร์","103.621854","14.772428"
"สถานีบริการน้ำมันเพื่อนครู","103.8454981","14.6469845"
"ปั้มPT","103.9559204","14.5201082"
"ปั้มน้ำมัน Esso","103.9502831","14.522127"
"PTT Station หจก.เจริญไชยสุรินทร์บริการ","103.5037804","14.9014321"
"สถานีบริการน้ำมันบางจาก","103.7773031","14.6495904"
"PTT","104.0967154","14.6392568"
"สหกรณ์การเกษตรกาบเชิง จำกัด สาขา 1","103.6494188","14.463797"
"ปั๊ม ซัสโก้ สาขา ในเมืองสุรินทร์","103.50331","14.88234"
"Gas station","104.1563193","14.4794692"
"Gas station","103.6848017","14.5979182"
"Gas station","104.2479685","14.7699542"
"Gas station","104.2074178","14.5786494"
"Gas station","104.2724137","14.9299712"
"Gas station","104.0982042","14.8705912"
"Gas station","104.2227947","14.9513566"
"Gas station","104.2678821","14.8680706"
"Gas station","104.1309073","14.7815827"
"Gas station","104.2616987","14.835894"
"Gas station","104.0691558","14.6006928"
"Gas station","104.1855094","14.8218854"
"Gas station","104.128495","14.5472594"
"Gas station","104.2590382","14.8162411"
"Gas station","104.2165682","14.618726"
"Gas station","104.2625106","14.5901852"
"Gas station","103.7389449","14.5660922"
"Chowwana Malimat","103.594106","14.4752244"
"Gas station","104.0865568","14.5557152"
"Arurat","103.594106","14.4752244"
"Gas station","103.9424163","15.5235758"
"Gas station","103.8314727","15.3858849"
"Gas station","104.3035254","15.0885875"
"Gas station","104.3283973","15.109538"
"Gas station","103.8084054","15.0950074"
"Gas station","103.8768391","15.4850991"
"Gas station","104.070761","14.9842206"
"Gas station","103.8441804","15.4112094"
"Gas station","104.1739157","14.9640749"
"Gas station","103.8502693","15.5690031"
"Gas station","104.1762181","15.1967994"
"Gas station","104.2334181","15.0067738"
"Gas station","104.0376096","14.9946189"
"PT Petrol Station","103.815866","15.579491"
"Gas station","103.9293107","15.652932"
"Gas station","104.3464175","15.0463427"
"Gas station","104.3470293","15.0575551"
"Gas station","103.983797","15.6035315"
"Gas station","104.2072328","14.9628804"
"Gas station","104.1782004","15.4480006"
"Gas station","103.9941979","15.6165265"
"Gas station","104.281388","15.1641599"
"Gas station","104.2029677","15.4801557"
"Gas station","104.0499722","15.566562"
"Gas station","104.311322","15.5340537"
"Gas station","104.1639093","15.4258851"
"Gas station","104.0813167","15.590478"
"Gas station","104.1143849","15.3094815"
"Gas station","104.1647836","15.1180026"
"Gas station","104.0159702","15.2686349"
"Gas station","104.0133023","15.3457657"
"Gas station","104.1053379","15.0222263"
"Gas station","104.0956326","14.9782391"
"Gas station","104.1310127","15.3599182"
"Gas station","104.1646484","15.629513"
"Gas station","104.0326644","15.053833"
"Gas station","104.1547978","15.1880147"
"Gas station","104.319987","15.2629765"
"Gas station","103.7582126","15.6555595"
"Gas station","104.4108519","15.1707656"
"Gas station","103.9424163","15.5235758"
"Gas station","104.3035254","15.0885875"
"Gas station","104.3283973","15.109538"
"Gas station","103.8768391","15.4850991"
"Gas station","104.1762181","15.1967994"
"Gas station","103.8314727","15.3858849"
"Gas station","104.2334181","15.0067738"
"Gas station","104.1739157","14.9640749"
"Gas station","103.9293107","15.652932"
"Gas station","104.3464175","15.0463427"
"Gas station","104.3470293","15.0575551"
"Gas station","103.983797","15.6035315"
"Gas station","103.8502693","15.5690031"
"Gas station","104.1782004","15.4480006"
"Gas station","104.070761","14.9842206"
"Gas station","103.7707927","15.058881"
"Gas station","103.9941979","15.6165265"
"Gas station","103.8441804","15.4112094"
"Gas station","104.281388","15.1641599"
"Gas station","104.2072328","14.9628804"
"Gas station","103.9424163","15.5235758"
"Gas station","104.3035254","15.0885875"
"Gas station","104.3283973","15.109538"
"Gas station","103.8768391","15.4850991"
"Gas station","104.1762181","15.1967994"
"Gas station","103.8314727","15.3858849"
"Gas station","104.2334181","15.0067738"
"Gas station","104.1739157","14.9640749"
"Gas station","103.9293107","15.652932"
"Gas station","104.3464175","15.0463427"
"Gas station","104.3470293","15.0575551"
"Gas station","103.983797","15.6035315"
"Gas station","103.8502693","15.5690031"
"Gas station","104.1782004","15.4480006"
"Gas station","104.070761","14.9842206"
"Gas station","103.7707927","15.058881"
"Gas station","103.9941979","15.6165265"
"Gas station","103.8441804","15.4112094"
"Gas station","104.281388","15.1641599"
"Gas station","104.2072328","14.9628804"
"Gas station","103.5942011","18.0930813"
"Gas station","103.9000123","17.9182724"
"Gas station","103.897997","18.0614537"
"Gas station","104.2114939","17.5476661"
"Gas station","103.8755076","18.0237708"
"Gas station","103.8008734","17.8957615"
"Gas station","103.6341025","18.0497869"
"Gas station","103.9023393","18.1503549"
"Gas station","104.1247751","17.6368123"
"Gas station","103.808342","18.1401254"
"Gas station","103.9620928","18.0502408"
"Gas station","104.0862371","17.5473767"
"Gas station","104.2657227","17.624905"
"Gas station","104.2757059","17.6216508"
"Gas station","103.9813793","18.0359417"
"Gas station","103.8186458","18.0173531"
"Gas station","104.1643935","18.0346346"
"Shell","103.753943","17.642436"
"Gas station","103.7879442","17.8846182"
"Gas station","103.7782246","17.9421448"
"Gas station","103.9000123","17.9182724"
"Gas station","103.897997","18.0614537"
"Gas station","103.8755076","18.0237708"
"Gas station","103.8008734","17.8957615"
"Gas station","103.9023393","18.1503549"
"Gas station","103.808342","18.1401254"
"Gas station","103.9620928","18.0502408"
"Gas station","103.9813793","18.0359417"
"Gas station","103.8186458","18.0173531"
"Gas station","104.1643935","18.0346346"
"Gas station","103.7879442","17.8846182"
"Gas station","103.7782246","17.9421448"
"Gas station","104.0247523","17.9793194"
"Gas station","103.8532605","18.2749706"
"Gas station","103.8743241","18.0139108"
"Gas station","104.3034459","17.756722"
"Gas station","104.0986527","18.1035971"
"Gas station","104.0488982","17.957487"
"PTT gas station","103.7224824","18.0424617"
"Gas station","103.7328763","18.0579805"
"สถานีบริการสยามแก๊ส","100.4082935","16.2673138"
"PTT (PST Pairat Service Limited Partnership)","100.1262158","16.1192265"
"Gas station","100.4750725","16.0219521"
"Gas station","100.1041066","16.3044771"
"Gas station","100.2689438","16.3602695"
"Gas station","100.2070528","16.4349961"
"Gas station","100.0607457","16.3956411"
"Gas station","100.0554181","16.3970115"
"Gas station","99.9417442","16.1187581"
"Gas station","100.3266621","16.3808762"
"Gas station","100.2725125","16.31214"
"Gas station","99.9820308","15.9487352"
"Gas station","100.240351","16.2795445"
"Gas station","100.3037621","16.4330156"
"Gas station","100.1746372","16.4156229"
"Gas station","100.4576726","16.4441181"
"Gas station","100.1152852","16.4337562"
"Gas station","100.2837412","16.0878959"
"Gas station","100.3953588","16.404462"
"Gas station","100.4464391","16.3360152"
"Gas station","100.532198","16.0202166"
"Gas station","100.2884307","16.2845976"
"Gas station","100.2141196","16.5251804"
"Gas station","100.2508904","16.2814977"
"Gas station","100.3452722","16.3603507"
"PT Petrol Station","100.258575","16.094769"
"Gas station","99.9640012","15.9914229"
"NTK Petroleum Co, Ltd. PTT Station Office","100.1184129","15.8307183"
"Gas station","100.3473302","16.3359377"
"Gas station","100.3382884","16.3490792"
"PT Gas Station","100.1185953","15.9818108"
"PT Gas Station","100.1188734","15.9695266"
"Esso gas station","100.0285899","16.0543639"
"Gas station","99.926678","16.164314"
"Gas station","100.4733899","16.4918732"
"Gas station","100.4157107","16.2378088"
"Gas station","100.4021057","16.3307246"
"Gas station","99.9394106","16.1566177"
"Gas station","100.0734209","16.39414"
"Gas station","100.2882935","16.4233762"
"PTT Gasoline station","99.94375","15.816073"
"Gas station","99.7607209","15.9638844"
"Gas station","100.363565","15.8315189"
"NTK Petroleum Co, Ltd. PTT Station Office","100.1184129","15.8307183"
"PTT (PST Pairat Service Limited Partnership)","100.1262158","16.1192265"
"Gas station","100.1476591","15.7399692"
"Gas station","100.2024694","15.862658"
"Gas station","100.3420824","15.8232542"
"Gas station","100.4750725","16.0219521"
"Gas station","100.2535172","15.8704176"
"Gas station","100.2644135","15.8857763"
"Gas station","100.2303653","15.8054457"
"Gas station","100.1041066","16.3044771"
"Gas station","100.2689438","16.3602695"
"Gas station","100.2514701","15.8647682"
"Gas station","100.2743675","15.8729421"
"Gas station","100.010256","15.9116507"
"Gas station","100.2070528","16.4349961"
"Gas station","100.2598162","15.7679971"
"Gas station","100.0607457","16.3956411"
"Gas station","99.7607209","15.9638844"
"PTT (PST Pairat Service Limited Partnership)","100.1262158","16.1192265"
"Gas station","100.4750725","16.0219521"
"Gas station","100.1041066","16.3044771"
"Gas station","100.2689438","16.3602695"
"Gas station","100.2070528","16.4349961"
"Gas station","100.0607457","16.3956411"
"Gas station","100.0554181","16.3970115"
"Gas station","99.9417442","16.1187581"
"Gas station","99.8657323","16.0685555"
"Gas station","99.7322597","16.2296131"
"Gas station","100.3266621","16.3808762"
"Gas station","100.2725125","16.31214"
"Jenjira Gas Shop","99.8042574","15.9988108"
"Gas station","99.9820308","15.9487352"
"Gas station","100.240351","16.2795445"
"Gas station","100.3037621","16.4330156"
"Gas station","100.1746372","16.4156229"
"Gas station","100.4576726","16.4441181"
"Gas station","100.1152852","16.4337562"
"Gas station","101.0525645","15.7205876"
"Gas station","100.8145819","15.564721"
"Esso Gas Station","101.0701321","16.0678881"
"Gas station","101.0188515","15.5904576"
"Gas station","100.9733485","15.8904573"
"Gas station","101.1391863","15.6189249"
"Gas station","101.0065134","15.5737706"
"Gas station","101.1473926","15.5277524"
"Gas station","101.0650124","15.5790035"
"Gas station","101.2064199","16.0974862"
"Gas station","101.1596606","15.7224394"
"Gas station","101.2967342","15.6497164"
"Gas station","101.0439885","15.6396694"
"Gas station","101.1852126","15.605474"
"Gas station","101.1846724","15.6744729"
"Gas station","101.1887515","15.6148925"
"Gas station","101.02845","15.6892169"
"Gas station","101.212245","15.6295633"
"Gas station","101.0150558","15.729179"
"Gas station","101.0167511","15.7169839"
"Gas station","101.0525645","15.7205876"
"Gas station","100.8145819","15.564721"
"Esso Gas Station","101.0701321","16.0678881"
"Gas station","101.0188515","15.5904576"
"Gas station","100.9733485","15.8904573"
"Gas station","101.1391863","15.6189249"
"Gas station","101.0065134","15.5737706"
"Gas station","101.1473926","15.5277524"
"Gas station","101.0650124","15.5790035"
"Gas station","101.2064199","16.0974862"
"Gas station","101.1596606","15.7224394"
"Gas station","101.2967342","15.6497164"
"Gas station","101.0439885","15.6396694"
"Gas station","101.1852126","15.605474"
"Gas station","101.1846724","15.6744729"
"Gas station","101.1887515","15.6148925"
"Gas station","101.02845","15.6892169"
"Gas station","101.212245","15.6295633"
"Gas station","101.0150558","15.729179"
"Gas station","101.0167511","15.7169839"
"Gas station","101.1559003","15.5841942"
"Gas station","101.0533167","16.0762391"
"Gas station","100.8782121","15.6513309"
"Gas station","101.2263004","15.6481358"
"Gas station","101.1592662","15.6653395"
"Gas station","100.9310419","15.6582335"
"Gas station","101.1821644","15.5104468"
"Gas station","101.185292","16.0664867"
"Gas station","100.9142453","15.5180189"
"Gas station","100.8855235","15.6982481"
"Gas station","100.9721959","15.9153154"
"Gas station","101.0553693","15.987561"
"Gas station","101.0119682","15.8295311"
"Gas station","101.2169838","16.1393918"
"Gas station","100.6474119","15.5936342"
"Gas station","100.9804888","15.598113"
"Gas station","101.067174","16.0874273"
"Gas station","101.2097874","15.6780298"
"Gas station","100.8510601","15.611476"
"Gas station","100.9491567","15.5917224"
"Gas station","101.0525645","15.7205876"
"Gas station","100.8145819","15.564721"
"Esso Gas Station","101.0701321","16.0678881"
"Gas station","101.0188515","15.5904576"
"Gas station","100.9733485","15.8904573"
"Gas station","101.1391863","15.6189249"
"Gas station","101.0065134","15.5737706"
"Gas station","101.1473926","15.5277524"
"Gas station","101.0650124","15.5790035"
"Gas station","101.2064199","16.0974862"
"Gas station","101.1596606","15.7224394"
"Gas station","101.2967342","15.6497164"
"Gas station","101.0439885","15.6396694"
"Gas station","101.1852126","15.605474"
"Gas station","101.1846724","15.6744729"
"Gas station","101.1887515","15.6148925"
"Gas station","101.02845","15.6892169"
"Gas station","101.212245","15.6295633"
"Gas station","101.0150558","15.729179"
"Gas station","101.0167511","15.7169839"
"Gas station","101.1559003","15.5841942"
"Gas station","101.0533167","16.0762391"
"Gas station","100.8782121","15.6513309"
"Gas station","101.2263004","15.6481358"
"Gas station","101.1592662","15.6653395"
