"df_names","df_long","df_lat"
"Gas station","100.6844394","18.7327619"
"Gas station","100.8447803","19.1783145"
"PTT Station","100.9178768","19.1810402"
"Wash Station Nan","100.7699298","18.7796328"
"Gas station","100.9345104","19.1463868"
"Gas station","100.9576932","19.1767541"
"Gas station","100.7958549","19.1354289"
"Gas station","100.8830186","19.1899826"
"Gas station","100.7906258","19.0203442"
"PT Gas Station","100.7546764","18.7297229"
"Gas station","100.9383014","19.2189366"
"Shell","100.77144","18.778688"
"Gas station","100.8281943","18.7129261"
"PT Gas Station","100.9315951","18.9258925"
"PTT","101.1547521","19.0936313"
"Gas station","100.7895978","19.0680741"
"Gas station","100.781424","19.0869948"
"ปั๊มน้ำมัน PT สาขา น่าน","100.7733624","18.7774721"
"Esso gas station","100.7113804","18.7738321"
"Rang San Auto Gas","100.7379706","18.7294192"
"PT Gas Station","100.7304976","18.5653708"
"PTT","100.8130627","18.8503071"
"Shell (Teng Trairat Company Limited)","100.7712659","18.7785459"
"ปั๊มเอสโซ่เพียวไทย สาขาเวียงสา1","100.7415025","18.6146756"
"ปั๊มน้ำมันเชลล์ หจก. เต็งไตรรัตน์บริการ (Tengtrirat Borikarn Part., Ltd.)","100.7626246","18.7631876"
"บริษัท นครน่านปิโตรเลียม จำกัด","100.784791","18.787692"
"Shell","100.910934","19.174685"
"สน.ปตท. บริษัท สุขุมเซอร์วิส จำกัด","100.756376","18.747268"
"สถานีบริการแก๊ส (บ.วินัยศักดิ์ จำกัด)","100.7541516","18.8946236"
"Nan Oil Limited Partnership 1","100.7774009","18.7885095"
"ปตท.ศรีบุญเรือง by เจ๊ปุ้ย","100.9482534","18.9207953"
"PTT","100.6544234","18.8396873"
"สถานีบริการน้ำมันเอ็มพี","100.7698419","18.7236176"
"บจมิตซูอาริยะน่านจำกัด","100.7857118","18.7893724"
"PTT (Sukhum Service Company Limited)","100.8122518","19.1210397"
"PND (Lek Paibool Limited Partnership)","100.7533966","18.7797283"
"PT Petrol Ban Bo Kluea Tai","101.1518244","19.0800397"
"ร่มโพธิ์ปิโตรเลียม","100.7673346","18.7834597"
"ปั๊มน้ำมันบางจาก - สหกรณ์การเกษตร เมืองน่าน จำกัด","100.7490123","18.7811317"
"LPG ทุ่งปั้ว","100.7404337","18.6408814"
"Nan Oil Limited Partnership 2","100.7553376","18.8957811"
"ห้างหุ้นส่วนจำกัด น่านออยล์","100.7436761","18.8408265"
"TOTAL Odem","101.25","19.311143"
"เติมน้ำมันจ้า","101.170728","19.1735351"
"Sor. Suriyaprom Limited Partnership","100.9314305","18.9258295"
"เบนซ์การยาง Car and Tire services","101.1516796","19.0799766"
"Nan Oil Limited Partnership","100.7632453","18.7649796"
"ปั๊มน้ำมันบางจาก - สหกรณ์การเกษตรปัว จำกัด","100.890269","19.1809991"
"รังสรรค์ออโตแก๊ส","100.7534196","18.7267926"
"ปั้ม SS จุดพักรถ","100.931378","18.9282005"
"ปั้มน้ำมันหยอดเหรียญ กทบ.บ้านฮวก","100.7591181","19.1395024"
"แอลพีจี ปัว","100.9239279","19.1898251"
"ปตท.ศรีบุญเรือง","100.9495889","18.9013951"
"Esso (Rom Pho Petroleum)","100.7778672","18.8014941"
"PTT","100.774928","18.783082"
"Gas station","101.0389862","18.6369235"
"Gas station","100.8502303","19.2623168"
"สน.ปตท. บริษัท สุขุมเซอร์วิส จำกัด(12)","100.765962","18.774494"
"Gas station","100.8447803","19.1783145"
"PTT Station","100.9178768","19.1810402"
"Gas station","100.9345104","19.1463868"
"Gas station","100.9576932","19.1767541"
"Gas station","100.8830186","19.1899826"
"PT Gas Station","100.7546764","18.7297229"
"Gas station","100.9383014","19.2189366"
"Gas station","100.8805736","19.3990126"
"PT Gas Station","100.9315951","18.9258925"
"PTT","101.1547521","19.0936313"
"PTT","100.8130627","18.8503071"
"Shell (Teng Trairat Company Limited)","100.7712659","18.7785459"
"PTT gas station","100.8802978","19.4152752"
"Shell","100.910934","19.174685"
"สน.ปตท. บริษัท สุขุมเซอร์วิส จำกัด","100.756376","18.747268"
"ปตท.ศรีบุญเรือง by เจ๊ปุ้ย","100.9482534","18.9207953"
"PTT (Sukhum Service Company Limited)","100.8122518","19.1210397"
"PT Petrol Ban Bo Kluea Tai","101.1518244","19.0800397"
"ปั๊มน้ำมันบางจาก - สหกรณ์การเกษตร เมืองน่าน จำกัด","100.7490123","18.7811317"
"Somvanh Petroluim","101.5150378","18.9139813"
"TOTAL Odem","101.25","19.311143"
"เติมน้ำมันจ้า","101.170728","19.1735351"
"สถานีบริการน้ำมันทีเอสปิโตรเลียม","100.8454028","19.251941"
"Sor. Suriyaprom Limited Partnership","100.9314305","18.9258295"
"เบนซ์การยาง Car and Tire services","101.1516796","19.0799766"
"ปั้มน้ำมันสหกรณ์","100.8355159","19.2632844"
"ปั้ม SS จุดพักรถ","100.931378","18.9282005"
"แอลพีจี ปัว","100.9239279","19.1898251"
"ปตท.ศรีบุญเรือง","100.9495889","18.9013951"
"Shell (Look Lan Trading Limited Partnership)","101.0049541","18.701144"
"สถานีบริการน้ำมันทีพี","100.88055","19.4151813"
"Pua Petroleum Limited Partnership","100.8899805","19.1809222"
"PTT (Pithak Petroleum Limited Partnership)","101.0069446","18.7110295"
"ปั้ม PT","100.8074583","19.0650992"
"ปตท.ศรีบุญเรือง","101.048549","18.9280183"
"ปั๊มน้ำมันบางจาก - สหกรณ์การเกษตรปัว จำกัด","100.890269","19.1809991"
"ปั๊มน้ำมันนครน่าน(เชียงกลาง) LPG","100.8879794","19.2713476"
"ปั๊ม PT. Thawangpha,ท่าวังผา","100.8077973","19.0650751"
"Pt สาขาสันติสุข จ.น่าน","100.9314357","18.9258244"
"Cosmo (Tha Wang Pha Agriculture Cooperative Limited)","100.8081973","19.0962231"
"สน.ปตท. บริษัท สุขุมเซอร์วิส จำกัด(9)","100.812206","19.120894"
"Shell","100.762718","18.763166"
"Esso (Nan Samonmit Limited Partnership)","100.7631014","18.7659689"
"Cosmo (Thung Chang Agriculture Cooperative Limited)","100.8810631","19.3992093"
"Nan Oil Limited Partnership","100.8598918","19.3009664"
"ปั้มน้ำมันหยอดเหรียญอี๊ดหมอเมือง","100.991521","18.689975"
"ปั้มน้ำมันหยอดเหรียญอี๊ด,แอ๋ว","100.9941451","18.6918056"
"ปั้มน้ำมันหยอดเหรียญอี๊ดหมอเมือง","100.993934","18.712893"
"ปั๊มน้ำมันหยอดเหรียญ","100.946084","19.1023184"
"ร้านบุญเดชการช่าง","100.9313247","18.9254683"
"Phukha Petroleum","100.9307891","19.0913042"
"PTT (Sukhum Service Company Limited)","100.7565509","18.7472251"
"สถานีบริการน้ำมันน่านออยล์","100.7774748","18.7885045"
"PT Gas Station","100.7304976","18.5653708"
"Shell","100.7188085","18.5579924"
"Gas station","99.8700223","14.458032"
"Gas station","99.8994786","14.4619337"
"Gas station","99.863713","14.4370242"
"Gas station","99.8420019","14.4465117"
"Gas station","99.8660538","14.4765558"
"Gas station","99.8311166","14.4467191"
"ESSO","99.894076","14.3865748"
"Gas station","99.7141654","14.7545593"
"PTT NGV Service Station","99.8943891","14.3869561"
"Gas station","99.8269961","14.4763509"
"Gas station","99.8970231","14.406329"
"Gas station","99.8756884","14.4001034"
"Gas station","99.8542196","14.8159487"
"Gas station","99.7786087","14.5860974"
"Gas station","99.7156371","14.5348768"
"Gas station","99.6709646","14.4963915"
"Gas station","99.8203283","14.4919536"
"Gas station","99.7996863","14.8138399"
"Gas station","99.6514928","14.5008463"
"Gas station","99.699998","14.7795215"
"Lucky 2 Service Shop","99.531175","14.025164"
"Gas station","99.4924487","14.0630763"
"Shell","99.522228","14.03474"
"Gas station","99.6374099","13.9657836"
"Shell Gas Station","99.560546","14.031899"
"Gas station","99.7204369","14.0615588"
"Gas station","99.6848274","13.81357"
"PTT Gas Station","99.5971356","13.9807965"
"Gas station","99.6978386","14.2208856"
"PTT LPG Gas Station","99.4700284","14.0598787"
"Gas station","99.0094609","14.2882976"
"Gas station","99.432497","13.752221"
"PTT Gas Station Wang Saraphi","99.5677924","14.0343721"
"PT Gas Station","99.126547","14.1791233"
"Gas station","99.3936167","14.0699285"
"Gas station","99.6062154","13.9221103"
"PTT NGV Service Station","99.4993759","14.0550777"
"Gas station","99.6582024","14.2421724"
"Gas station","99.4787031","13.7689365"
"Gas station","99.43848","13.7898437"
"Gas station","99.6978386","14.2208856"
"PTT Gas Station Wang Saraphi","99.5677924","14.0343721"
"PT Gas Station","99.126547","14.1791233"
"Gas station","99.6582024","14.2421724"
"Gas station","99.7141654","14.7545593"
"Gas station","99.7036953","14.135618"
"Gas station","99.7156371","14.5348768"
"Gas station","99.6709646","14.4963915"
"Gas station","99.6514928","14.5008463"
"Gas station","99.699998","14.7795215"
"Gas station","99.7192285","14.4513701"
"Gas station","99.6934508","14.6787012"
"Gas station","99.6427802","14.3279436"
"Gas station","99.7041692","14.8134164"
"Gas station","99.7202371","14.3317012"
"Gas station","99.8358175","14.4091108"
"ปั๊มปตท. ช่องสะเดา กาญจนบุรี","99.2388338","14.2222136"
"Gas station","99.5974086","14.5237212"
"Caltex (Por. Trading Service Limited Partnership)","99.51778","14.038469"
"Esso (Yai Service Limited Partnership)","99.0716631","14.2218796"
"Gas station","99.7058294","14.4948141"
"ปั๊ม ปตท. ประสิทธิ์บริการ","99.4911728","14.0641547"
"Gas station","99.6647384","14.7858892"
"Gas station","99.6545136","14.1052365"
"Gas station","99.6594301","14.6725314"
"Gas station","99.5034632","14.2814021"
"Gas station","99.7126246","14.2998171"
"Gas station","99.5752902","14.6124648"
"PTT","99.422766","14.093468"
"Gas station","99.5009071","14.3223975"
"Caltex (Dao Muang Sing Limited Partnership)","99.2885408","14.0894706"
"Gas station","99.4987596","14.2603476"
"Gas station","99.5046315","14.4266546"
"Gas station","99.7119029","14.6272726"
"Soon Ruam Gas Shop","99.712159","14.124319"
"Gas station","99.5051172","14.3440794"
"Gas station","99.5045182","14.2406066"
"Gas station","99.5157212","14.4909326"
"Gas station","99.516151","14.3820814"
"Sinchai Henprasert Shop","99.7121375","14.1241317"
"Gas station","102.2380859","12.4556908"
"Lpg Gas Station","102.1060102","12.6161578"
"Gas station","102.1563425","12.5531244"
"Thong Chai Services","102.2733037","12.1295417"
"Gas station","102.0961292","12.544367"
"Gas station","102.5661866","12.362162"
"Gas station","102.1352118","12.4270998"
"Esso","102.154203","12.617562"
"Gas station","102.3857905","12.1886426"
"Gas station","102.3164363","12.2884306"
"Gas station","102.5905211","12.2504623"
"LPG GAS Station","102.1365535","12.6167977"
"Gas station","102.5085288","12.3319069"
"PTT gas station.","102.12902","12.703979"
"Gas station","102.3047621","12.2146717"
"Gas station","102.3832286","12.4123611"
"Gas station","102.3018997","12.4391402"
"ปั๊มน้ำมัน พีที แหลมงอบ PT Gas Station","102.2885411","12.2595325"
"Gas station","102.4595284","12.6673277"
"PTT (Thanachart Service)","102.3333834","12.2029947"
"Gas station","102.5626305","12.2535875"
"PTT Station Tha Phrik","102.5870758","12.2512465"
"Gas station","102.6146981","12.2886472"
"PTT Fuel Station Koh Chang","102.2762393","12.1355309"
"Gas station","102.2446217","12.6185505"
"Gas station","102.5415674","12.3028993"
"Gas station","102.522431","12.2493538"
"ปตท. LPG Station สาขาเขาไร่ยา","102.0910861","12.6655305"
"Gas station","102.3726323","12.3388111"
"Sj Coffee & Sj LPG Station","102.1367014","12.4763848"
"Gas station","102.4576669","12.3101893"
"Shell","102.085916","12.664258"
"Gas station","102.5394222","12.2782928"
"Gas station","102.4750069","12.3122706"
"Shell","102.106089","12.602054"
"PTT LPG Namtok Phliu","102.1651744","12.5192619"
"Gas station","102.4498216","12.3791476"
"Gas station","102.2591968","12.5447999"
"รัศมินแอลพีจี","102.1444393","12.61783"
"Shell หจก. จันทรบุรีเกษตร","102.0858097","12.664291"
"Gas station","102.5661866","12.362162"
"Gas station","102.3164363","12.2884306"
"Gas station","102.5905211","12.2504623"
"Gas station","102.5085288","12.3319069"
"Gas station","102.3832286","12.4123611"
"ปั๊มน้ำมัน พีที แหลมงอบ PT Gas Station","102.2885411","12.2595325"
"Gas station","102.3018997","12.4391402"
"Gas station","102.4595284","12.6673277"
"Gas station","102.5626305","12.2535875"
"Gas station","102.3726323","12.3388111"
"PTT Station Tha Phrik","102.5870758","12.2512465"
"Gas station","102.5415674","12.3028993"
"Gas station","102.6146981","12.2886472"
"Gas station","102.4576669","12.3101893"
"Gas station","102.522431","12.2493538"
"Gas station","102.4750069","12.3122706"
"Gas station","102.5394222","12.2782928"
"Gas station","102.2591968","12.5447999"
"Gas station","102.4498216","12.3791476"
"PTT gas station.","102.3727329","12.5178144"
"Gas station","101.4472931","13.4092191"
"CVL-Gateway","101.3480713","13.6029399"
"Esso (Sriprapai Service Limited Partnership)","101.3472961","13.1357253"
"สถานีบริการน้ำมันเชลล์","101.4393809","13.4614742"
"Caltex","101.3103263","13.6155102"
"PT Station Nongyai","101.4233894","13.0598106"
"PTT gas station.","101.4063115","13.4103323"
"Gas station","101.4166699","13.3593416"
"Gas station Ko Chan1","101.3239297","13.3998171"
"Gas station","101.5010308","13.1393583"
"Gas station","101.7025943","13.3823536"
"Theppanom Service Oil Station","101.5797941","13.4665433"
"Esso","102.096505","13.649987"
"PS ปั้มน้ำมัน PS GAS STATION","101.4379287","13.3004915"
"สถานีบริการน้ำมัน หจก.ทองสุขปิโตรเลียม","101.547382","13.82469"
"Esso (Hua Siang Oil Limited Partnership)","101.2814982","13.4810657"
"Gas station","101.9922786","13.633218"
"Gas station","101.9477232","13.10577"
"บจ.สุทักษ์","101.3650634","13.624712"
"Voravith Gas Co.,Ltd.","101.377348","13.156027"
"NGV","101.0084567","13.3945658"
"สน.ปตท. แหลมฉบังขาออก","100.9861239","13.1347565"
"PTT Service Station","101.0208211","13.3922915"
"Bangchak Gas Station+LPG ปั๊มน้ำมันบางจาก+LPG","100.9911755","13.2787217"
"เชลล์บ้านบึง บจก. ประเสริฐยิ่งปิโตรเลียม","101.1184121","13.3236471"
"PTT NGV Service Station","100.9955492","13.0115038"
"NGV Station","101.0030802","13.2263452"
"Bangchak Gas Station","100.899405","12.949894"
"Shell","100.9094188","12.9603416"
"Gas station","101.093001","13.4807913"
"TPI Gas Station","100.999064","13.412852"
"สน.ปตท.ไทม์เว็นเจอร์ส","101.0419323","13.4574626"
"PTT Petrol Station","100.9849511","13.1368416"
"Caltex Gas Station","100.9856408","13.1255146"
"Caltex (Star Holding Company Limited)","100.8961511","12.9042876"
"Gas station","101.0173498","13.3880218"
"PTT NGV Service Station","101.068339","13.337031"
"LPG Station","101.0197823","13.3814308"
"สถานีบริการ NGV ปตท. ฟินมอร์","100.99985","13.19128"
"PTT gas station","100.991726","12.9455082"
"สถานีบริการน้ำมันเชลล์ทรัพย์พูลผล ออยล์","101.019841","13.6008657"
"LPG gas stations.","101.1956172","13.3535472"
"Gas station","101.1725306","13.4652164"
"Gas station","101.1894281","13.452982"
"PT Petrol Station","101.2604878","13.2976353"
"Gas station","101.1617467","13.4993358"
"Gas station","101.1891426","13.4398086"
"Gas station","101.4472931","13.4092191"
"Gas station","101.2125575","13.4723094"
"สน.ปตท. บริษัท ตะวันออกปิโตรเลียม จำกัด","101.11524","13.302773"
"PT Petrol Station","101.282777","13.443741"
"Bangchak Station","101.4342916","13.0380445"
"PT Station Sriracha3","101.1625177","13.1235971"
"CVL-Gateway","101.3480713","13.6029399"
"Gas station","101.1962219","12.9648859"
"ปั๊มเชลล์ หนองรี ขาเข้า","101.0549672","13.3393537"
"ปตท.จิฟฟี่ ชลบุรี-พนัสนิคม3","101.0627057","13.41483"
"Esso gas station","101.2588265","13.1971273"
"PT Gas Station","101.141072","13.437002"
"PTT","101.284174","13.1628428"
"Gas station","102.841003","16.4481992"
"Gas station","102.8055215","16.4107683"
"PTT Gas Station","103.37025","15.8363898"
"Gas station","103.4031915","15.764412"
"Gas station","102.9694655","16.47323"
"Gas station","103.0042084","16.4830998"
"Gas station","103.4237146","15.9749389"
"Gas station","103.4318733","16.3796652"
"Gas station","103.6161329","16.2190173"
"Gas station","103.6397873","16.2195712"
"Gas station","103.5240198","16.2535983"
"Gas station","102.9951678","15.8384698"
"Gas station","102.8654894","16.3234345"
"Gas station","103.2939609","16.3547119"
"Gas station","103.513844","15.7748859"
"Gas station","103.4563987","15.9087777"
"Gas station","103.4481797","15.9322337"
"Gas station","103.615985","16.1611842"
"Gas station","103.3665803","15.744085"
"Gas station","103.5330573","15.7340398"
"Gas station","103.0599007","16.4066848"
"Gas station","103.4803741","16.2491208"
"Gas station","103.0023588","16.0878274"
"Gas station","103.4317051","16.2357561"
"Gas station","103.4371935","16.4032499"
"Gas station","103.4655422","16.3965687"
"Gas station","103.7037211","16.3092137"
"Gas station","103.364753","16.272546"
"Gas station","103.4268268","16.2716285"
"Gas station","102.9115371","16.0917502"
"Gas station","103.4890126","16.1191122"
"Gas station","102.9421048","15.9162307"
"Gas station","103.4969762","16.241611"
"Gas station","103.6775003","16.2588692"
"Gas station","103.0617032","15.7812196"
"Gas station","103.4030576","16.3978334"
"Gas station","103.276029","16.3285665"
"Gas station","103.457963","16.263404"
"Gas station","103.2790007","15.9074154"
"Gas station","103.1564749","16.1858466"
"Gas station","102.7784581","15.4731675"
"Gas station","103.0331403","15.7618988"
"Gas station","103.2102913","15.7135915"
"Gas station","102.695408","15.6776032"
"Gas station","102.6881991","15.631734"
"PTT Gas Station","103.37025","15.8363898"
"Gas station","102.6279886","15.4765273"
"Gas station","102.704657","15.542388"
"Gas station","102.9951678","15.8384698"
"Gas station","102.943389","15.5373355"
"Gas station","102.8037907","15.7276511"
"Gas station","102.8360409","15.7494472"
"Gas station","102.8425459","15.7501632"
"Gas station","102.9984472","15.6760249"
"Gas station","102.6701784","15.8319689"
"Shell","102.735322","16.057542"
"Gas station","102.6500502","15.8070443"
"Gas station","103.0023588","16.0878274"
"Gas station","103.0994444","15.6927778"
"Gas station","103.1801465","15.6462261"
"Gas station","103.0331403","15.7618988"
"Gas station","103.2102913","15.7135915"
"PTT Gas Station","103.37025","15.8363898"
"Gas station","103.4031915","15.764412"
"Gas station","103.4237146","15.9749389"
"Gas station","102.9951678","15.8384698"
"Gas station","102.8654894","16.3234345"
"Gas station","103.513844","15.7748859"
"Gas station","103.4563987","15.9087777"
"Gas station","102.8360409","15.7494472"
"Gas station","102.8425459","15.7501632"
"Gas station","103.4481797","15.9322337"
"Gas station","102.9984472","15.6760249"
"Gas station","103.3665803","15.744085"
"Gas station","103.5330573","15.7340398"
"Gas station","103.4321581","15.6981869"
"Shell","102.735322","16.057542"
"Gas station","103.0023588","16.0878274"
"Gas station","103.4317051","16.2357561"
"Gas station","103.364753","16.272546"
"Gas station","102.5590037","15.6408992"
"Gas station","102.5781927","15.5496884"
"Gas station","102.5568929","15.5817062"
"Gas station","102.4122197","15.4966491"
"Gas station","102.5587573","15.5063574"
"Gas station","102.3524056","15.7139671"
"Gas station","102.6221637","15.5497874"
"Gas station","102.2755511","15.5553832"
"Gas station","102.3455598","15.6106158"
"Gas station","102.3121792","15.6024902"
"Gas station","102.3681602","15.4940332"
"Gas station","102.2911896","15.6345939"
"Gas station","102.3751385","15.6140198"
"Gas station","102.7784581","15.4731675"
"Gas station","102.4293825","15.4317432"
"Gas station","102.4111423","15.5644642"
"Gas station","102.2814436","15.9398946"
"Gas station","102.2796401","15.9610227"
"Gas station","102.2770253","15.5111221"
"Gas station","102.6185193","15.5277427"
"Gas station","102.3336366","15.2809629"
"Gas station","102.141023","15.6456865"
"Gas station","102.5590037","15.6408992"
"Gas station","102.5781927","15.5496884"
"Gas station","102.5568929","15.5817062"
"Gas station","102.4122197","15.4966491"
"Gas station","102.5587573","15.5063574"
"Gas station","102.3524056","15.7139671"
"Gas station","102.3787145","15.3074386"
"Gas station","102.4153632","15.2571777"
"Gas station","102.6221637","15.5497874"
"Gas station","102.2755511","15.5553832"
"Gas station","102.3455598","15.6106158"
"Gas station","102.2535155","15.5936972"
"Gas station","102.2933199","15.5955848"
"Gas station","102.0951506","15.8766229"
"Gas station","102.1071568","15.5192248"
"Gas station","102.3121792","15.6024902"
"Gas station","102.3681602","15.4940332"
"Gas station","102.2911896","15.6345939"
"Gas station","102.2060459","15.5709923"
"Gas station","102.2193457","15.2666233"
"Gas station","102.3870938","15.4180963"
"Gas station","102.3751385","15.6140198"
"Gas station","102.7784581","15.4731675"
"Gas station","102.1112404","15.5307027"
"Gas station","102.4293825","15.4317432"
"Gas station","102.4111423","15.5644642"
"Gas station","102.4167254","15.2874618"
"Gas station","102.1047346","15.5718285"
"Gas station","102.2954036","15.3495583"
"Gas station","102.5615859","15.4169877"
"Gas station","102.3497422","15.3128934"
"Gas station","102.178344","15.5313126"
"Gas station","102.2425831","15.4860483"
"Gas station","102.2814436","15.9398946"
"Gas station","102.2796401","15.9610227"
"Gas station","102.1730854","15.4707322"
"Gas station","102.1311583","15.5169711"
"Gas station","102.2684791","15.4752975"
"Gas station","102.3336366","15.2809629"
"Gas station","102.141023","15.6456865"
"Gas station","102.5590037","15.6408992"
"Gas station","102.5781927","15.5496884"
"Gas station","102.5568929","15.5817062"
"Gas station","102.4122197","15.4966491"
"Gas station","102.5587573","15.5063574"
"Gas station","102.3524056","15.7139671"
"Gas station","102.3787145","15.3074386"
"Gas station","102.4153632","15.2571777"
"Gas station","102.6221637","15.5497874"
"Gas station","102.2755511","15.5553832"
"Gas station","102.3455598","15.6106158"
"Gas station","102.2535155","15.5936972"
"Gas station","102.2933199","15.5955848"
"Gas station","102.1071568","15.5192248"
"Gas station","102.3121792","15.6024902"
"Gas station","102.3681602","15.4940332"
"Gas station","102.2911896","15.6345939"
"Gas station","102.2060459","15.5709923"
"Gas station","102.3870938","15.4180963"
"Gas station","102.3751385","15.6140198"
"Gas station","102.7784581","15.4731675"
"Gas station","102.1112404","15.5307027"
"Gas station","102.4293825","15.4317432"
"Gas station","102.4111423","15.5644642"
"Gas station","102.4167254","15.2874618"
"Gas station","102.1047346","15.5718285"
"Gas station","102.2954036","15.3495583"
"Gas station","102.5615859","15.4169877"
"Gas station","102.3497422","15.3128934"
"Gas station","102.178344","15.5313126"
"Gas station","102.121183","15.72575"
"Gas station","102.2425831","15.4860483"
"Gas station","102.2814436","15.9398946"
"Gas station","102.2796401","15.9610227"
"Gas station","102.1730854","15.4707322"
"Gas station","102.1311583","15.5169711"
"Gas station","102.2684791","15.4752975"
"Gas station","102.1941465","15.6845695"
"Gas station","102.141023","15.6456865"
"Gas station","102.5590037","15.6408992"
"Gas station","102.5781927","15.5496884"
"Gas station","102.5568929","15.5817062"
"Gas station","102.4122197","15.4966491"
"Gas station","102.5587573","15.5063574"
"Gas station","102.3524056","15.7139671"
"Gas station","102.6221637","15.5497874"
"Gas station","102.2755511","15.5553832"
"Gas station","102.3455598","15.6106158"
"Gas station","102.2535155","15.5936972"
"Gas station","102.0951506","15.8766229"
"Gas station","102.1071568","15.5192248"
"Gas station","102.3121792","15.6024902"
"Gas station","102.3681602","15.4940332"
"Gas station","102.2911896","15.6345939"
"Gas station","102.2060459","15.5709923"
"Gas station","102.3751385","15.6140198"
"Gas station","102.7784581","15.4731675"
"Gas station","102.1112404","15.5307027"
"Gas station","102.2877513","15.1030305"
"Gas station","102.0402108","15.4297742"
"Gas station","101.9970796","15.1423761"
"Gas station","102.2505213","15.166624"
"Gas station","102.3513765","15.1984273"
"Gas station","102.26414","15.1823333"
"Gas station","102.2638868","15.1454663"
"Gas station","102.0687942","15.1162491"
"Gas station","102.3336366","15.2809629"
"Gas station","102.2090135","15.1929191"
"Gas station","102.0555758","15.3700912"
"Gas station","102.3414062","15.1864439"
"Gas station","102.1154439","15.248281"
"Gas station","102.0416136","15.0997614"
"Gas station","102.141023","15.6456865"
"Gas station","102.0482524","15.2080991"
"Gas station","102.5590037","15.6408992"
"Gas station","102.3880551","15.2449039"
"Gas station","102.4122197","15.4966491"
"Gas station","102.3524056","15.7139671"
"Gas station","102.3336366","15.2809629"
"Gas station","102.141023","15.6456865"
"Gas station","102.5590037","15.6408992"
"Gas station","102.5781927","15.5496884"
"Gas station","102.5568929","15.5817062"
"Gas station","102.4122197","15.4966491"
"Gas station","102.5587573","15.5063574"
"Gas station","102.3524056","15.7139671"
"Gas station","102.3787145","15.3074386"
"Gas station","102.4153632","15.2571777"
"Gas station","102.6221637","15.5497874"
"Gas station","102.2755511","15.5553832"
"Gas station","102.3455598","15.6106158"
"Gas station","102.2535155","15.5936972"
"Gas station","102.2933199","15.5955848"
"Gas station","102.0951506","15.8766229"
"Gas station","102.1071568","15.5192248"
"Gas station","102.3121792","15.6024902"
"Gas station","102.3681602","15.4940332"
"Gas station","102.2911896","15.6345939"
"Gas station","104.1563193","14.4794692"
"Gas station","104.2479685","14.7699542"
"Gas station","104.2074178","14.5786494"
"Gas station","104.0996816","14.9025046"
"Gas station","104.2724137","14.9299712"
"Gas station","104.3039003","14.7180923"
"Gas station","104.0289455","14.938607"
"Gas station","104.0982042","14.8705912"
"Gas station","104.2227947","14.9513566"
"Gas station","104.3573249","14.7340557"
"Gas station","104.3540055","14.7832753"
"Gas station","104.361633","14.7530947"
"Gas station","104.4314443","14.7575133"
"Gas station","104.2678821","14.8680706"
"Gas station","104.1309073","14.7815827"
"Gas station","104.2616987","14.835894"
"Gas station","104.0691558","14.6006928"
"Gas station","104.1855094","14.8218854"
"Gas station","104.128495","14.5472594"
"Gas station","104.2590382","14.8162411"
"Gas station","103.5765092","14.8124452"
"Gas station","104.1563193","14.4794692"
"Gas station","104.2479685","14.7699542"
"Gas station","103.6848017","14.5979182"
"Gas station","104.2074178","14.5786494"
"Gas station","104.0691558","14.6006928"
"Gas station","104.128495","14.5472594"
"PTT gas station","104.0362461","14.6423785"
"Gas station","104.2165682","14.618726"
"Gas station","104.2625106","14.5901852"
"สถานีบริการแก๊ส","104.212061","14.6524667"
"Gas station","103.7389449","14.5660922"
"PTT gas station.","104.1274285","14.6735633"
"Chowwana Malimat","103.594106","14.4752244"
"สถานีบริการน้ำมันคาลเท็กซ์ (สามพี่น้อง) ขุขันธ์","104.1898344","14.7149067"
"Arurat","103.594106","14.4752244"
"Detudom Chokchai Ltd.,Part. Branch 2","103.8623746","14.6213538"
"Petrol","104.2822189","14.6685393"
"ปั๊มน้ำมัน จุดจอด 99","103.5853608","14.480149"
"PTT gas station.","104.1997892","14.7303299"
"Gas station","104.0865568","14.5557152"
"สน.ปตท. หจก. เจริญไชยบริการ","103.5060623","14.8731576"
"Ptt Gas Station","103.5452663","14.877816"
"Chey Sut Sawat","103.9579582","14.4299423"
"Esso","103.847298","14.6453505"
"Gas station","104.2001045","14.7093384"
"Phian Phit Anuson Nuet Rang Kru","103.937702","14.493855"
"Apiwat Service","103.972335","14.753137"
"Noi Service","103.7426949","14.567219"
"สน.ปตท. บจก.สุรินทร์ พาวเวอร์พอยท์","103.5159732","14.9262424"
"ปตท","103.5029278","14.9018893"
"Changchai Lamduan","103.6753874","14.7271588"
"ปั๊มน้ำมันบางจาก - สหกรณ์การเกษตร กาบเชิง จำกัด","103.57573","14.48835"
"สถานีบริการน้ำมันคาลเท็กซ์","104.1278705","14.6657826"
"สน.ปตท. บจ.สุรินทร์เอส.พี.เอส.ปิโตรเลียม","103.542415","14.84519"
"สถานีบริการน้ำมันห้างหุ้นส่วนจำกัดกิตติพันธ์ปิโตรเลียม","103.8767719","14.621786"
"สถานีบริการน้ำมันภูมิพัทธิ์บริการ","104.1389158","14.5527017"
"Esso (Sirithana Petroleum Limited Partnership)","104.200243","14.701171"
"Esso (Dok Koon Service)","103.9350945","14.5307086"
"Ruamchai Petroleum Limited Partnership","103.8364465","14.621539"
"ปั๊มน้ำมันบ่าวเอ็ม","104.1488872","14.4764801"
