Reference	Country	Site	Coordinate_origin	Lat	Lon	Elevation	Temperature	Rainfall	Clay	Field_type	Field_size	Crop_type	Species	Detailed_species_information	Planting_date	Harvest_year	Harvest_date	Age	Rotation	Density	Yield	Unit	Error	Error_type	Yield_type	Yield_type_Index	Yield_estimation	Yield_origin	Management	Irrigation	Irrigation_flag	Fertilization_flag	Fertilizing_frequency	Nitrogen	Phosphorus	Potassium	Calcium	Magnesium	Boron	Other_fertilization
Hunter, 2001	India	Hosakote Forest Station, Karnataka	reported site	14.0	78.0	900.0		800.0		experimental trial	10 m x 10 m each plot	Eucalyptus	Eucalyptus camaldulensis	Eucalyptus camaldulensis Dehnh. (Red River gum)	1991			3.0		2500.0	18.2	ton DM/ha/yr			wood+bark+branches	aboveground	allometric equation	averaged by Age	average fertilization	2700	yes	yes	total in 3 years	133.333333333	12.5	41.6666666667		13.3333333333	3.33333333333	
Hunter, 2001	India	Hosakote Forest Station, Karnataka	reported site	14.0	78.0	900.0		800.0		experimental trial	10 m x 10 m each plot	Dalbergia	Dalbergia sissoo	D. sissoo Roxb	1991			3.0		2500.0	1.13333333333	ton DM/ha/yr			wood+bark+branches	aboveground	allometric equation	averaged by Age	average fertilization	0	no	yes	total in 3 years	133.333333333	12.5	41.6666666667		13.3333333333	3.33333333333	
Hunter, 2001	India	Hosakote Forest Station, Karnataka	reported site	14.0	78.0	900.0		800.0		experimental trial	10 m x 10 m each plot	Dalbergia	Dalbergia sissoo	D. sissoo Roxb	1991			3.0		2500.0	2.56666666667	ton DM/ha/yr			wood+bark+branches	aboveground	allometric equation	averaged by Age	average fertilization	900	yes	yes	total in 3 years	133.333333333	12.5	41.6666666667		13.3333333333	3.33333333333	
Hunter, 2001	India	Hosakote Forest Station, Karnataka	reported site	14.0	78.0	900.0		800.0		experimental trial	10 m x 10 m each plot	Dalbergia	Dalbergia sissoo	D. sissoo Roxb	1991			3.0		2500.0	3.1	ton DM/ha/yr			wood+bark+branches	aboveground	allometric equation	averaged by Age	average fertilization	1800	yes	yes	total in 3 years	133.333333333	12.5	41.6666666667		13.3333333333	3.33333333333	
Hunter, 2001	India	Hosakote Forest Station, Karnataka	reported site	14.0	78.0	900.0		800.0		experimental trial	10 m x 10 m each plot	Dalbergia	Dalbergia sissoo	D. sissoo Roxb	1991			3.0		2500.0	1.7	ton DM/ha/yr			wood+bark+branches	aboveground	allometric equation	averaged by Age	average fertilization	2700	yes	yes	total in 3 years	133.333333333	12.5	41.6666666667		13.3333333333	3.33333333333	
Hunter, 2001	India	Hosakote Forest Station, Karnataka	reported site	14.0	78.0	900.0		800.0		experimental trial	10 m x 10 m each plot	Eucalyptus	Eucalyptus grandis	Eucalyptus grandis Hill ex Maiden (flooded gum)	1991			3.0		2500.0	11.7	ton DM/ha/yr			wood+bark+branches	aboveground	allometric equation	averaged by Age	average irrigation		yes	no		0.0	0.0	0.0		0.0	0.0	
Hunter, 2001	India	Hosakote Forest Station, Karnataka	reported site	14.0	78.0	900.0		800.0		experimental trial	10 m x 10 m each plot	Eucalyptus	Eucalyptus grandis	Eucalyptus grandis Hill ex Maiden (flooded gum)	1991			3.0		2500.0	13.1333333333	ton DM/ha/yr			wood+bark+branches	aboveground	allometric equation	averaged by Age	average irrigation		yes	yes	total in 3 years	80.0	7.5	25.0		20.0	5.0	Zn 5 kg/ha
Hunter, 2001	India	Hosakote Forest Station, Karnataka	reported site	14.0	78.0	900.0		800.0		experimental trial	10 m x 10 m each plot	Eucalyptus	Eucalyptus grandis	Eucalyptus grandis Hill ex Maiden (flooded gum)	1991			3.0		2500.0	13.9333333333	ton DM/ha/yr			wood+bark+branches	aboveground	allometric equation	averaged by Age	average irrigation		yes	yes	total in 3 years	320.0	30.0	100.0		20.0	5.0	Zn 5 kg/ha
Hunter, 2001	India	Hosakote Forest Station, Karnataka	reported site	14.0	78.0	900.0		800.0		experimental trial	10 m x 10 m each plot	Eucalyptus	Eucalyptus camaldulensis	Eucalyptus camaldulensis Dehnh. (Red River gum)	1991			3.0		2500.0	12.3666666667	ton DM/ha/yr			wood+bark+branches	aboveground	allometric equation	averaged by Age	average irrigation		yes	no		0.0	0.0	0.0				
Hunter, 2001	India	Hosakote Forest Station, Karnataka	reported site	14.0	78.0	900.0		800.0		experimental trial	10 m x 10 m each plot	Eucalyptus	Eucalyptus camaldulensis	Eucalyptus camaldulensis Dehnh. (Red River gum)	1991			3.0		2500.0	13.3666666667	ton DM/ha/yr			wood+bark+branches	aboveground	allometric equation	averaged by Age	average irrigation		yes	yes	total in 3 years	80.0	7.5	25.0		20.0	5.0	Zn 5 kg/ha
Hunter, 2001	India	Hosakote Forest Station, Karnataka	reported site	14.0	78.0	900.0		800.0		experimental trial	10 m x 10 m each plot	Eucalyptus	Eucalyptus camaldulensis	Eucalyptus camaldulensis Dehnh. (Red River gum)	1991			3.0		2500.0	14.3333333333	ton DM/ha/yr			wood+bark+branches	aboveground	allometric equation	averaged by Age	average irrigation		yes	yes	total in 3 years	320.0	30.0	100.0		20.0	5.0	Zn 5 kg/ha
Hunter, 2001	India	Hosakote Forest Station, Karnataka	reported site	14.0	78.0	900.0		800.0		experimental trial	10 m x 10 m each plot	Dalbergia	Dalbergia sissoo	D. sissoo Roxb	1991			3.0		2500.0	1.4	ton DM/ha/yr			wood+bark+branches	aboveground	allometric equation	averaged by Age	average irrigation		yes	no		0.0	0.0	0.0				
Hunter, 2001	India	Hosakote Forest Station, Karnataka	reported site	14.0	78.0	900.0		800.0		experimental trial	10 m x 10 m each plot	Dalbergia	Dalbergia sissoo	D. sissoo Roxb	1991			3.0		2500.0	2.43333333333	ton DM/ha/yr			wood+bark+branches	aboveground	allometric equation	averaged by Age	average irrigation		yes	yes	total in 3 years	80.0	7.5	25.0		20.0	5.0	Zn 5 kg/ha
Hunter, 2001	India	Hosakote Forest Station, Karnataka	reported site	14.0	78.0	900.0		800.0		experimental trial	10 m x 10 m each plot	Dalbergia	Dalbergia sissoo	D. sissoo Roxb	1991			3.0		2500.0	3.36666666667	ton DM/ha/yr			wood+bark+branches	aboveground	allometric equation	averaged by Age	average irrigation		yes	yes	total in 3 years	320.0	30.0	100.0		20.0	5.0	Zn 5 kg/ha
Campion et al., 2006	South Africa	Kwazulu-Natal Midlands	reported site	-29.2333333333	30.55	1113.0	16.6	919.0	38.0	experimental trial	54 m x 75 m each plot	Eucalyptus	Eucalyptus grandis	Eucalyptus grandis Hill ex Maiden	1999			4.0		1250.0	19.22475	ton DM/ha/yr			total aboveground biomass	aboveground	allometric equation	averaged by Age		0	no	no								
Campion et al., 2006	South Africa	Kwazulu-Natal Midlands	reported site	-29.2333333333	30.55	1113.0	16.6	919.0	38.0	experimental trial	54 m x 75 m each plot	Eucalyptus	Eucalyptus grandis	Eucalyptus grandis Hill ex Maiden	1999			4.0		1181.0	17.33425	ton DM/ha/yr			total aboveground biomass	aboveground	allometric equation	averaged by Age		189.8	yes	no								
Forrester et al., 2004, FEM	Australia	Cann River, East Gippsland, Victoria	reported site	-37.5833333333	149.25	110.0	14.15	1009.0		experimental trial	23 m x 28 m each plot	Eucalyptus	Eucalyptus globulus	Eucalyptus globulus ssp. pseudoglobulus	1992			11.0		1515.0	4.28181818182	ton DM/ha/yr			total aboveground biomass	aboveground	allometric equation	averaged by Age				yes	one-time		25.0					
Forrester et al., 2004, FEM	Australia	Cann River, East Gippsland, Victoria	reported site	-37.5833333333	149.25	110.0	14.15	1009.0		experimental trial	23 m x 28 m each plot	Eucalyptus	Eucalyptus globulus	Eucalyptus globulus ssp. pseudoglobulus	1992			11.0		1010.0	4.27272727273	ton DM/ha/yr			total aboveground biomass	aboveground	allometric equation	averaged by Age				yes	one-time		25.0					
Forrester et al., 2004, FEM	Australia	Cann River, East Gippsland, Victoria	reported site	-37.5833333333	149.25	110.0	14.15	1009.0		experimental trial	23 m x 28 m each plot	Eucalyptus	Eucalyptus globulus	Eucalyptus globulus ssp. pseudoglobulus 75% + Acacia mearnsii 25%	1992			11.0		1515.0	3.6	ton DM/ha/yr			total aboveground biomass	aboveground	allometric equation	averaged by Age				yes	one-time		25.0					
Forrester et al., 2004, FEM	Australia	Cann River, East Gippsland, Victoria	reported site	-37.5833333333	149.25	110.0	14.15	1009.0		experimental trial	23 m x 28 m each plot	Eucalyptus	Eucalyptus globulus	Eucalyptus globulus ssp. pseudoglobulus 75% + Acacia mearnsii 25%	1992			11.0		1010.0	4.19090909091	ton DM/ha/yr			total aboveground biomass	aboveground	allometric equation	averaged by Age				yes	one-time		25.0					
Forrester et al., 2004, FEM	Australia	Cann River, East Gippsland, Victoria	reported site	-37.5833333333	149.25	110.0	14.15	1009.0		experimental trial	23 m x 28 m each plot	Eucalyptus	Eucalyptus globulus	Eucalyptus globulus ssp. pseudoglobulus 50% + Acacia mearnsii 50%	1992			11.0		1515.0	3.38181818182	ton DM/ha/yr			total aboveground biomass	aboveground	allometric equation	averaged by Age				yes	one-time		25.0					
Forrester et al., 2004, FEM	Australia	Cann River, East Gippsland, Victoria	reported site	-37.5833333333	149.25	110.0	14.15	1009.0		experimental trial	23 m x 28 m each plot	Eucalyptus	Eucalyptus globulus	Eucalyptus globulus ssp. pseudoglobulus 50% + Acacia mearnsii 50%	1992			11.0		1010.0	3.53636363636	ton DM/ha/yr			total aboveground biomass	aboveground	allometric equation	averaged by Age				yes	one-time		25.0					
Forrester et al., 2004, FEM	Australia	Cann River, East Gippsland, Victoria	reported site	-37.5833333333	149.25	110.0	14.15	1009.0		experimental trial	23 m x 28 m each plot	Eucalyptus	Eucalyptus globulus	Eucalyptus globulus ssp. pseudoglobulus 25% + Acacia mearnsii 75%	1992			11.0		1515.0	1.87272727273	ton DM/ha/yr			total aboveground biomass	aboveground	allometric equation	averaged by Age				yes	one-time		25.0					
Forrester et al., 2004, FEM	Australia	Cann River, East Gippsland, Victoria	reported site	-37.5833333333	149.25	110.0	14.15	1009.0		experimental trial	23 m x 28 m each plot	Eucalyptus	Eucalyptus globulus	Eucalyptus globulus ssp. pseudoglobulus 25% + Acacia mearnsii 75%	1992			11.0		1010.0	1.8	ton DM/ha/yr			total aboveground biomass	aboveground	allometric equation	averaged by Age				yes	one-time		25.0					
Forrester et al., 2004, FEM	Australia	Cann River, East Gippsland, Victoria	reported site	-37.5833333333	149.25	110.0	14.15	1009.0		experimental trial	23 m x 28 m each plot	Acacia	Acacia mearnsii	Eucalyptus globulus ssp. pseudoglobulus 75% + Acacia mearnsii 25%	1992			11.0		1515.0	4.13636363636	ton DM/ha/yr			total aboveground biomass	aboveground	allometric equation	averaged by Age				yes	one-time		25.0					
Forrester et al., 2004, FEM	Australia	Cann River, East Gippsland, Victoria	reported site	-37.5833333333	149.25	110.0	14.15	1009.0		experimental trial	23 m x 28 m each plot	Acacia	Acacia mearnsii	Eucalyptus globulus ssp. pseudoglobulus 75% + Acacia mearnsii 25%	1992			11.0		1010.0	3.45454545455	ton DM/ha/yr			total aboveground biomass	aboveground	allometric equation	averaged by Age				yes	one-time		25.0					
Forrester et al., 2004, FEM	Australia	Cann River, East Gippsland, Victoria	reported site	-37.5833333333	149.25	110.0	14.15	1009.0		experimental trial	23 m x 28 m each plot	Acacia	Acacia mearnsii	Eucalyptus globulus ssp. pseudoglobulus 50% + Acacia mearnsii 50%	1992			11.0		1515.0	5.58181818182	ton DM/ha/yr			total aboveground biomass	aboveground	allometric equation	averaged by Age				yes	one-time		25.0					
Forrester et al., 2004, FEM	Australia	Cann River, East Gippsland, Victoria	reported site	-37.5833333333	149.25	110.0	14.15	1009.0		experimental trial	23 m x 28 m each plot	Acacia	Acacia mearnsii	Eucalyptus globulus ssp. pseudoglobulus 50% + Acacia mearnsii 50%	1992			11.0		1010.0	4.92727272727	ton DM/ha/yr			total aboveground biomass	aboveground	allometric equation	averaged by Age				yes	one-time		25.0					
Forrester et al., 2004, FEM	Australia	Cann River, East Gippsland, Victoria	reported site	-37.5833333333	149.25	110.0	14.15	1009.0		experimental trial	23 m x 28 m each plot	Acacia	Acacia mearnsii	Eucalyptus globulus ssp. pseudoglobulus 25% + Acacia mearnsii 75%	1992			11.0		1515.0	6.70909090909	ton DM/ha/yr			total aboveground biomass	aboveground	allometric equation	averaged by Age				yes	one-time		25.0					
Forrester et al., 2004, FEM	Australia	Cann River, East Gippsland, Victoria	reported site	-37.5833333333	149.25	110.0	14.15	1009.0		experimental trial	23 m x 28 m each plot	Acacia	Acacia mearnsii	Eucalyptus globulus ssp. pseudoglobulus 25% + Acacia mearnsii 75%	1992			11.0		1010.0	5.74545454545	ton DM/ha/yr			total aboveground biomass	aboveground	allometric equation	averaged by Age				yes	one-time		25.0					
Forrester et al., 2004, FEM	Australia	Cann River, East Gippsland, Victoria	reported site	-37.5833333333	149.25	110.0	14.15	1009.0		experimental trial	23 m x 28 m each plot	Acacia	Acacia mearnsii	Acacia mearnsii	1992			11.0		1515.0	6.89090909091	ton DM/ha/yr			total aboveground biomass	aboveground	allometric equation	averaged by Age				yes	one-time		25.0					
Forrester et al., 2004, FEM	Australia	Cann River, East Gippsland, Victoria	reported site	-37.5833333333	149.25	110.0	14.15	1009.0		experimental trial	23 m x 28 m each plot	Acacia	Acacia mearnsii	Acacia mearnsii	1992			11.0		1010.0	6.97272727273	ton DM/ha/yr			total aboveground biomass	aboveground	allometric equation	averaged by Age				yes	one-time		25.0					
Forrester et al., 2010, FEM	Australia	Cann River, East Gippsland, Victoria	reported site	-37.5833333333	149.166666667	110.0	14.15	1009.0		experimental trial	23 m x 28 m each plot	Eucalyptus	Eucalyptus globulus	Eucalyptus globulus ssp. pseudoglobulus	1992			15.0		1515.0	3.28	ton DM/ha/yr			aboveground biomass increment	aboveground	allometric equation	directly reported				yes	one-time		25.0					
Forrester et al., 2010, FEM	Australia	Cann River, East Gippsland, Victoria	reported site	-37.5833333333	149.166666667	110.0	14.15	1009.0		experimental trial	23 m x 28 m each plot	Eucalyptus+Acacia	Eucalyptus globulus + Acacia mearnsii	Eucalyptus globulus ssp. pseudoglobulus 50% + Acacia mearnsii 50%	1992			15.0		1515.0	5.66	ton DM/ha/yr			aboveground biomass increment	aboveground	allometric equation	directly reported				yes	one-time		25.0					
Forrester et al., 2010, FEM	Australia	Cann River, East Gippsland, Victoria	reported site	-37.5833333333	149.166666667	110.0	14.15	1009.0		experimental trial	23 m x 28 m each plot	Acacia	Acacia mearnsii	Acacia mearnsii	1992			15.0		1515.0	1.65	ton DM/ha/yr			aboveground biomass increment	aboveground	allometric equation	directly reported				yes	one-time		25.0					
Forrester et al., 2010, FEM2	Australia	Napoleons, Ballarat, Victoria	reported site	-37.6877777778	143.787777778	411.0	24.33	700.0		experimental trial	13 m x 20 m each plot	Eucalyptus	Eucalyptus globulus	Eucalyptus globulus Labill				2.2		935.0	2.95454545455	ton DM/ha/yr			aboveground biomass	aboveground	allometric equation	averaged by Age												
Forrester et al., 2010, FEM2	Australia	Snake Valley, Ballarat, Victoria	reported site	-37.6125	143.64	415.0	24.33	700.0		experimental trial	13 m x 20 m each plot	Eucalyptus	Eucalyptus globulus	Eucalyptus globulus Labill				4.2		1088.0	10.0238095238	ton DM/ha/yr			aboveground biomass	aboveground	allometric equation	averaged by Age												
Forrester et al., 2010, FEM2	Australia	Napoleons, Ballarat, Victoria	reported site	-37.685	143.788888889	394.0	24.33	700.0		experimental trial	13 m x 20 m each plot	Eucalyptus	Eucalyptus globulus	Eucalyptus globulus Labill				5.2		968.0	10.75	ton DM/ha/yr			aboveground biomass	aboveground	allometric equation	averaged by Age												
Forrester et al., 2010, FEM2	Australia	Snake Valley, Ballarat, Victoria	reported site	-37.6122222222	143.642777778	411.0	24.33	700.0		experimental trial	13 m x 20 m each plot	Eucalyptus	Eucalyptus globulus	Eucalyptus globulus Labill				6.2		1006.0	14.7580645161	ton DM/ha/yr			aboveground biomass	aboveground	allometric equation	averaged by Age												
Forrester et al., 2010, FEM2	Australia	Napoleons, Ballarat, Victoria	reported site	-37.6805555556	143.787222222	399.0	24.33	700.0		experimental trial	13 m x 20 m each plot	Eucalyptus	Eucalyptus globulus	Eucalyptus globulus Labill				7.2		1086.0	14.2777777778	ton DM/ha/yr			aboveground biomass	aboveground	allometric equation	averaged by Age												
Forrester et al., 2010, FEM2	Australia	Yendon, Ballarat, Victoria	reported site	-37.6111111111	144.030555556	528.0	24.33	700.0		experimental trial	13 m x 20 m each plot	Eucalyptus	Eucalyptus globulus	Eucalyptus globulus Labill				8.2		1001.0	10.9512195122	ton DM/ha/yr			aboveground biomass	aboveground	allometric equation	averaged by Age												
Forrester et al., 2012, FEM	Australia	Carrajung, Victoria	reported site	-38.3833333333	146.683333333		13.1	1124.0		experimental trial	25 m x 36 m each plot	Eucalyptus	Eucalyptus nitens		2003			6.3		1000.0	19.2	ton DM/ha/yr			stand aboveground biomass growth	part of aboveground	allometric equation	directly reported	no pruning			yes	total in 3 years	170.0	110.0	50.0				
Forrester et al., 2012, FEM	Australia	Carrajung, Victoria	reported site	-38.3833333333	146.683333333		13.1	1124.0		experimental trial	25 m x 36 m each plot	Eucalyptus	Eucalyptus nitens		2003			6.3		300.0	14.4	ton DM/ha/yr			stand aboveground biomass growth	part of aboveground	allometric equation	directly reported	no pruning			yes	total in 3 years	170.0	110.0	50.0				
Forrester et al., 2012, FEM	Australia	Carrajung, Victoria	reported site	-38.3833333333	146.683333333		13.1	1124.0		experimental trial	25 m x 36 m each plot	Eucalyptus	Eucalyptus nitens		2003			6.3		1000.0	20.7	ton DM/ha/yr			stand aboveground biomass growth	part of aboveground	allometric equation	directly reported	no pruning			yes	total in 3 years	470.0	110.0	50.0				
Forrester et al., 2012, FEM	Australia	Carrajung, Victoria	reported site	-38.3833333333	146.683333333		13.1	1124.0		experimental trial	25 m x 36 m each plot	Eucalyptus	Eucalyptus nitens		2003			6.3		300.0	16.0	ton DM/ha/yr			stand aboveground biomass growth	part of aboveground	allometric equation	directly reported	no pruning			yes	total in 3 years	470.0	110.0	50.0				
Forrester et al., 2012, FEM	Australia	Carrajung, Victoria	reported site	-38.3833333333	146.683333333		13.1	1124.0		experimental trial	25 m x 36 m each plot	Eucalyptus	Eucalyptus nitens		2003			6.3		1000.0	22.5	ton DM/ha/yr			stand aboveground biomass growth	part of aboveground	allometric equation	directly reported	pruning			yes	total in 3 years	170.0	110.0	50.0				
Forrester et al., 2012, FEM	Australia	Carrajung, Victoria	reported site	-38.3833333333	146.683333333		13.1	1124.0		experimental trial	25 m x 36 m each plot	Eucalyptus	Eucalyptus nitens		2003			6.3		300.0	15.3	ton DM/ha/yr			stand aboveground biomass growth	part of aboveground	allometric equation	directly reported	pruning			yes	total in 3 years	170.0	110.0	50.0				
Forrester et al., 2012, FEM	Australia	Carrajung, Victoria	reported site	-38.3833333333	146.683333333		13.1	1124.0		experimental trial	25 m x 36 m each plot	Eucalyptus	Eucalyptus nitens		2003			6.3		1000.0	25.0	ton DM/ha/yr			stand aboveground biomass growth	part of aboveground	allometric equation	directly reported	pruning			yes	total in 3 years	470.0	110.0	50.0				
Forrester et al., 2012, FEM	Australia	Carrajung, Victoria	reported site	-38.3833333333	146.683333333		13.1	1124.0		experimental trial	25 m x 36 m each plot	Eucalyptus	Eucalyptus nitens		2003			6.3		300.0	14.0	ton DM/ha/yr			stand aboveground biomass growth	part of aboveground	allometric equation	directly reported	pruning			yes	total in 3 years	470.0	110.0	50.0				
Forrester et al., 2013, FEM	Australia	Carrajung, Victoria	reported site	-38.3833333333	146.683333333	610.0	13.1	1124.0		experimental trial	25 m x 36 m each plot	Eucalyptus	Eucalyptus nitens		2003			3.0		1000.0	6.8	ton DM/ha/yr			200 largest-diameter stand aboveground biomass growth	part of aboveground	allometric equation	directly reported	no pruning			yes	total in 3 years	170.0	110.0	50.0				
Forrester et al., 2013, FEM	Australia	Carrajung, Victoria	reported site	-38.3833333333	146.683333333	610.0	13.1	1124.0		experimental trial	25 m x 36 m each plot	Eucalyptus	Eucalyptus nitens		2003			3.0		300.0	9.2	ton DM/ha/yr			200 largest-diameter stand aboveground biomass growth	part of aboveground	allometric equation	directly reported	no pruning			yes	total in 3 years	170.0	110.0	50.0				
Forrester et al., 2013, FEM	Australia	Carrajung, Victoria	reported site	-38.3833333333	146.683333333	610.0	13.1	1124.0		experimental trial	25 m x 36 m each plot	Eucalyptus	Eucalyptus nitens		2003			3.0		1000.0	8.2	ton DM/ha/yr			200 largest-diameter stand aboveground biomass growth	part of aboveground	allometric equation	directly reported	no pruning			yes	total in 3 years	470.0	110.0	50.0				
Forrester et al., 2013, FEM	Australia	Carrajung, Victoria	reported site	-38.3833333333	146.683333333	610.0	13.1	1124.0		experimental trial	25 m x 36 m each plot	Eucalyptus	Eucalyptus nitens		2003			3.0		300.0	11.0	ton DM/ha/yr			200 largest-diameter stand aboveground biomass growth	part of aboveground	allometric equation	directly reported	no pruning			yes	total in 3 years	470.0	110.0	50.0				
Forrester et al., 2013, FEM	Australia	Carrajung, Victoria	reported site	-38.3833333333	146.683333333	610.0	13.1	1124.0		experimental trial	25 m x 36 m each plot	Eucalyptus	Eucalyptus nitens		2003			3.0		1000.0	5.9	ton DM/ha/yr			200 largest-diameter stand aboveground biomass growth	part of aboveground	allometric equation	directly reported	pruning			yes	total in 3 years	170.0	110.0	50.0				
Forrester et al., 2013, FEM	Australia	Carrajung, Victoria	reported site	-38.3833333333	146.683333333	610.0	13.1	1124.0		experimental trial	25 m x 36 m each plot	Eucalyptus	Eucalyptus nitens		2003			3.0		300.0	7.8	ton DM/ha/yr			200 largest-diameter stand aboveground biomass growth	part of aboveground	allometric equation	directly reported	pruning			yes	total in 3 years	170.0	110.0	50.0				
Forrester et al., 2013, FEM	Australia	Carrajung, Victoria	reported site	-38.3833333333	146.683333333	610.0	13.1	1124.0		experimental trial	25 m x 36 m each plot	Eucalyptus	Eucalyptus nitens		2003			3.0		1000.0	7.4	ton DM/ha/yr			200 largest-diameter stand aboveground biomass growth	part of aboveground	allometric equation	directly reported	pruning			yes	total in 3 years	470.0	110.0	50.0				
Forrester et al., 2013, FEM	Australia	Carrajung, Victoria	reported site	-38.3833333333	146.683333333	610.0	13.1	1124.0		experimental trial	25 m x 36 m each plot	Eucalyptus	Eucalyptus nitens		2003			3.0		300.0	9.9	ton DM/ha/yr			200 largest-diameter stand aboveground biomass growth	part of aboveground	allometric equation	directly reported	pruning			yes	total in 3 years	470.0	110.0	50.0				
Forrester et al., 2013, FEM	Australia	Carrajung, Victoria	reported site	-38.3833333333	146.683333333	610.0	13.1	1124.0		experimental trial	25 m x 36 m each plot	Eucalyptus	Eucalyptus nitens		2003			4.0		1000.0	9.2	ton DM/ha/yr			200 largest-diameter stand aboveground biomass growth	part of aboveground	allometric equation	directly reported	no pruning			yes	total in 3 years	170.0	110.0	50.0				
Forrester et al., 2013, FEM	Australia	Carrajung, Victoria	reported site	-38.3833333333	146.683333333	610.0	13.1	1124.0		experimental trial	25 m x 36 m each plot	Eucalyptus	Eucalyptus nitens		2003			4.0		300.0	12.8	ton DM/ha/yr			200 largest-diameter stand aboveground biomass growth	part of aboveground	allometric equation	directly reported	no pruning			yes	total in 3 years	170.0	110.0	50.0				
Forrester et al., 2013, FEM	Australia	Carrajung, Victoria	reported site	-38.3833333333	146.683333333	610.0	13.1	1124.0		experimental trial	25 m x 36 m each plot	Eucalyptus	Eucalyptus nitens		2003			4.0		1000.0	11.1	ton DM/ha/yr			200 largest-diameter stand aboveground biomass growth	part of aboveground	allometric equation	directly reported	no pruning			yes	total in 3 years	470.0	110.0	50.0				
Forrester et al., 2013, FEM	Australia	Carrajung, Victoria	reported site	-38.3833333333	146.683333333	610.0	13.1	1124.0		experimental trial	25 m x 36 m each plot	Eucalyptus	Eucalyptus nitens		2003			4.0		300.0	15.3	ton DM/ha/yr			200 largest-diameter stand aboveground biomass growth	part of aboveground	allometric equation	directly reported	no pruning			yes	total in 3 years	470.0	110.0	50.0				
Forrester et al., 2013, FEM	Australia	Carrajung, Victoria	reported site	-38.3833333333	146.683333333	610.0	13.1	1124.0		experimental trial	25 m x 36 m each plot	Eucalyptus	Eucalyptus nitens		2003			4.0		1000.0	9.5	ton DM/ha/yr			200 largest-diameter stand aboveground biomass growth	part of aboveground	allometric equation	directly reported	pruning			yes	total in 3 years	170.0	110.0	50.0				
Forrester et al., 2013, FEM	Australia	Carrajung, Victoria	reported site	-38.3833333333	146.683333333	610.0	13.1	1124.0		experimental trial	25 m x 36 m each plot	Eucalyptus	Eucalyptus nitens		2003			4.0		300.0	11.3	ton DM/ha/yr			200 largest-diameter stand aboveground biomass growth	part of aboveground	allometric equation	directly reported	pruning			yes	total in 3 years	170.0	110.0	50.0				
Forrester et al., 2013, FEM	Australia	Carrajung, Victoria	reported site	-38.3833333333	146.683333333	610.0	13.1	1124.0		experimental trial	25 m x 36 m each plot	Eucalyptus	Eucalyptus nitens		2003			4.0		1000.0	11.7	ton DM/ha/yr			200 largest-diameter stand aboveground biomass growth	part of aboveground	allometric equation	directly reported	pruning			yes	total in 3 years	470.0	110.0	50.0				
Forrester et al., 2013, FEM	Australia	Carrajung, Victoria	reported site	-38.3833333333	146.683333333	610.0	13.1	1124.0		experimental trial	25 m x 36 m each plot	Eucalyptus	Eucalyptus nitens		2003			4.0		300.0	14.7	ton DM/ha/yr			200 largest-diameter stand aboveground biomass growth	part of aboveground	allometric equation	directly reported	pruning			yes	total in 3 years	470.0	110.0	50.0				
Forrester et al., 2013, FEM	Australia	Carrajung, Victoria	reported site	-38.3833333333	146.683333333	610.0	13.1	1124.0		experimental trial	25 m x 36 m each plot	Eucalyptus	Eucalyptus nitens		2003			5.0		1000.0	7.5	ton DM/ha/yr			200 largest-diameter stand aboveground biomass growth	part of aboveground	allometric equation	directly reported	no pruning			yes	total in 3 years	170.0	110.0	50.0				
Forrester et al., 2013, FEM	Australia	Carrajung, Victoria	reported site	-38.3833333333	146.683333333	610.0	13.1	1124.0		experimental trial	25 m x 36 m each plot	Eucalyptus	Eucalyptus nitens		2003			5.0		300.0	12.5	ton DM/ha/yr			200 largest-diameter stand aboveground biomass growth	part of aboveground	allometric equation	directly reported	no pruning			yes	total in 3 years	170.0	110.0	50.0				
Forrester et al., 2013, FEM	Australia	Carrajung, Victoria	reported site	-38.3833333333	146.683333333	610.0	13.1	1124.0		experimental trial	25 m x 36 m each plot	Eucalyptus	Eucalyptus nitens		2003			5.0		1000.0	9.2	ton DM/ha/yr			200 largest-diameter stand aboveground biomass growth	part of aboveground	allometric equation	directly reported	no pruning			yes	total in 3 years	470.0	110.0	50.0				
Forrester et al., 2013, FEM	Australia	Carrajung, Victoria	reported site	-38.3833333333	146.683333333	610.0	13.1	1124.0		experimental trial	25 m x 36 m each plot	Eucalyptus	Eucalyptus nitens		2003			5.0		300.0	14.2	ton DM/ha/yr			200 largest-diameter stand aboveground biomass growth	part of aboveground	allometric equation	directly reported	no pruning			yes	total in 3 years	470.0	110.0	50.0				
Forrester et al., 2013, FEM	Australia	Carrajung, Victoria	reported site	-38.3833333333	146.683333333	610.0	13.1	1124.0		experimental trial	25 m x 36 m each plot	Eucalyptus	Eucalyptus nitens		2003			5.0		1000.0	8.2	ton DM/ha/yr			200 largest-diameter stand aboveground biomass growth	part of aboveground	allometric equation	directly reported	pruning			yes	total in 3 years	170.0	110.0	50.0				
Forrester et al., 2013, FEM	Australia	Carrajung, Victoria	reported site	-38.3833333333	146.683333333	610.0	13.1	1124.0		experimental trial	25 m x 36 m each plot	Eucalyptus	Eucalyptus nitens		2003			5.0		300.0	12.1	ton DM/ha/yr			200 largest-diameter stand aboveground biomass growth	part of aboveground	allometric equation	directly reported	pruning			yes	total in 3 years	170.0	110.0	50.0				
