Reference	Country	Site	Coordinate_origin	Lat	Lon	Elevation	Temperature	Rainfall	Clay	Field_type	Field_size	Crop_type	Species	Detailed_species_information	Planting_date	Harvest_year	Harvest_date	Age	Rotation	Density	Yield	Unit	Error	Error_type	Yield_type	Yield_type_Index	Yield_estimation	Yield_origin	Management	Irrigation	Irrigation_flag	Fertilization_flag	Fertilizing_frequency	Nitrogen	Phosphorus	Potassium	Calcium	Magnesium	Boron	Other_fertilization
Pfeifer et al., 1990	United States	Madalin soil, Willsboro, NY	reported site	44.35	-73.3833333333					experimental trial		Meadow	mixed species	mixed species		1987					4.891	ton DM/ha/yr			biomass yield	aboveground	dried, weighted	directly reported	X, lax harvest management systems			yes	annual	67.0	56.0	45.0				fertility level 3: 1-2-2 times of recommended N-P-K rate
Pfeifer et al., 1990	United States	Madalin soil, Willsboro, NY	reported site	44.35	-73.3833333333					experimental trial		Meadow	mixed species	mixed species		1988					4.425	ton DM/ha/yr			biomass yield	aboveground	dried, weighted	directly reported	X, lax harvest management systems			yes	annual	67.0	56.0	45.0				fertility level 3: 1-2-2 times of recommended N-P-K rate
Pfeifer et al., 1990	United States	Madalin soil, Willsboro, NY	reported site	44.35	-73.3833333333					experimental trial		Meadow	mixed species	mixed species		1989					7.271	ton DM/ha/yr			biomass yield	aboveground	dried, weighted	directly reported	X, lax harvest management systems			yes	annual	67.0	56.0	45.0				fertility level 3: 1-2-2 times of recommended N-P-K rate
Pfeifer et al., 1990	United States	Rhinebeck soil, Willsboro, NY	reported site	44.35	-73.3833333333					experimental trial		Meadow	mixed species	mixed species		1986					5.586	ton DM/ha/yr			biomass yield	aboveground	dried, weighted	directly reported	C, Conventional harvest management			yes	annual	56.0	56.0	45.0				fertility level 3: 1-2-2 times of recommended N-P-K rate
Pfeifer et al., 1990	United States	Rhinebeck soil, Willsboro, NY	reported site	44.35	-73.3833333333					experimental trial		Meadow	mixed species	mixed species		1987					3.26	ton DM/ha/yr			biomass yield	aboveground	dried, weighted	directly reported	C, Conventional harvest management			yes	annual	67.0	56.0	45.0				fertility level 3: 1-2-2 times of recommended N-P-K rate
Pfeifer et al., 1990	United States	Rhinebeck soil, Willsboro, NY	reported site	44.35	-73.3833333333					experimental trial		Meadow	mixed species	mixed species		1988					5.207	ton DM/ha/yr			biomass yield	aboveground	dried, weighted	directly reported	C, Conventional harvest management			yes	annual	67.0	56.0	45.0				fertility level 3: 1-2-2 times of recommended N-P-K rate
Pfeifer et al., 1990	United States	Rhinebeck soil, Willsboro, NY	reported site	44.35	-73.3833333333					experimental trial		Meadow	mixed species	mixed species		1989					7.285	ton DM/ha/yr			biomass yield	aboveground	dried, weighted	directly reported	C, Conventional harvest management			yes	annual	67.0	56.0	45.0				fertility level 3: 1-2-2 times of recommended N-P-K rate
Pfeifer et al., 1990	United States	Rhinebeck soil, Willsboro, NY	reported site	44.35	-73.3833333333					experimental trial		Meadow	mixed species	mixed species		1986					4.838	ton DM/ha/yr			biomass yield	aboveground	dried, weighted	directly reported	X, lax harvest management systems			yes	annual	56.0	56.0	45.0				fertility level 3: 1-2-2 times of recommended N-P-K rate
Pfeifer et al., 1990	United States	Rhinebeck soil, Willsboro, NY	reported site	44.35	-73.3833333333					experimental trial		Meadow	mixed species	mixed species		1987					4.435	ton DM/ha/yr			biomass yield	aboveground	dried, weighted	directly reported	X, lax harvest management systems			yes	annual	67.0	56.0	45.0				fertility level 3: 1-2-2 times of recommended N-P-K rate
Pfeifer et al., 1990	United States	Rhinebeck soil, Willsboro, NY	reported site	44.35	-73.3833333333					experimental trial		Meadow	mixed species	mixed species		1988					4.298	ton DM/ha/yr			biomass yield	aboveground	dried, weighted	directly reported	X, lax harvest management systems			yes	annual	67.0	56.0	45.0				fertility level 3: 1-2-2 times of recommended N-P-K rate
Pfeifer et al., 1990	United States	Rhinebeck soil, Willsboro, NY	reported site	44.35	-73.3833333333					experimental trial		Meadow	mixed species	mixed species		1989					5.076	ton DM/ha/yr			biomass yield	aboveground	dried, weighted	directly reported	X, lax harvest management systems			yes	annual	67.0	56.0	45.0				fertility level 3: 1-2-2 times of recommended N-P-K rate
Pfeifer et al., 1990	United States	Erie soil, Hector Nat'l. Forest, NY	Google map	42.51	-76.79					experimental trial		Reed canarygrass	Phalaris arundinacea	Phalaris arundinacea L.	1985	1986					4.127	ton DM/ha/yr			biomass yield	aboveground	dried, weighted	directly reported	C, Conventional harvest management			yes	annual	28.0	17.0	25.0				fertility level 1: 0.5-0.5-0.5 times of recommended N-P-K rate
Pfeifer et al., 1990	United States	Erie soil, Hector Nat'l. Forest, NY	Google map	42.51	-76.79					experimental trial		Reed canarygrass	Phalaris arundinacea	Phalaris arundinacea L.	1985	1987					4.179	ton DM/ha/yr			biomass yield	aboveground	dried, weighted	directly reported	C, Conventional harvest management			yes	annual	34.0	17.0	25.0				fertility level 1: 0.5-0.5-0.5 times of recommended N-P-K rate
Pfeifer et al., 1990	United States	Erie soil, Hector Nat'l. Forest, NY	Google map	42.51	-76.79					experimental trial		Reed canarygrass	Phalaris arundinacea	Phalaris arundinacea L.	1985	1988					3.744	ton DM/ha/yr			biomass yield	aboveground	dried, weighted	directly reported	C, Conventional harvest management			yes	annual	34.0	17.0	25.0				fertility level 1: 0.5-0.5-0.5 times of recommended N-P-K rate
Pfeifer et al., 1990	United States	Erie soil, Hector Nat'l. Forest, NY	Google map	42.51	-76.79					experimental trial		Reed canarygrass	Phalaris arundinacea	Phalaris arundinacea L.	1985	1989					5.775	ton DM/ha/yr			biomass yield	aboveground	dried, weighted	directly reported	C, Conventional harvest management			yes	annual	34.0	17.0	25.0				fertility level 1: 0.5-0.5-0.5 times of recommended N-P-K rate
Pfeifer et al., 1990	United States	Erie soil, Hector Nat'l. Forest, NY	Google map	42.51	-76.79					experimental trial		Reed canarygrass	Phalaris arundinacea	Phalaris arundinacea L.	1985	1986					3.916	ton DM/ha/yr			biomass yield	aboveground	dried, weighted	directly reported	X, lax harvest management systems			yes	annual	28.0	17.0	25.0				fertility level 1: 0.5-0.5-0.5 times of recommended N-P-K rate
Pfeifer et al., 1990	United States	Erie soil, Hector Nat'l. Forest, NY	Google map	42.51	-76.79					experimental trial		Reed canarygrass	Phalaris arundinacea	Phalaris arundinacea L.	1985	1987					5.111	ton DM/ha/yr			biomass yield	aboveground	dried, weighted	directly reported	X, lax harvest management systems			yes	annual	34.0	17.0	25.0				fertility level 1: 0.5-0.5-0.5 times of recommended N-P-K rate
Pfeifer et al., 1990	United States	Erie soil, Hector Nat'l. Forest, NY	Google map	42.51	-76.79					experimental trial		Reed canarygrass	Phalaris arundinacea	Phalaris arundinacea L.	1985	1988					6.887	ton DM/ha/yr			biomass yield	aboveground	dried, weighted	directly reported	X, lax harvest management systems			yes	annual	34.0	17.0	25.0				fertility level 1: 0.5-0.5-0.5 times of recommended N-P-K rate
Pfeifer et al., 1990	United States	Erie soil, Hector Nat'l. Forest, NY	reported site	42.51	-76.79					experimental trial		Reed canarygrass	Phalaris arundinacea	Phalaris arundinacea L.	1985	1989					4.427	ton DM/ha/yr			biomass yield	aboveground	dried, weighted	directly reported	X, lax harvest management systems			yes	annual	34.0	17.0	25.0				fertility level 1: 0.5-0.5-0.5 times of recommended N-P-K rate
Pfeifer et al., 1990	United States	Madalin soil, Willsboro, NY	reported site	44.35	-73.3833333333					experimental trial		Reed canarygrass	Phalaris arundinacea	Phalaris arundinacea L.	1985	1986					1.814	ton DM/ha/yr			biomass yield	aboveground	dried, weighted	directly reported	C, Conventional harvest management			yes	annual	28.0	28.0	13.0				fertility level 1: 0.5-0.5-0.5 times of recommended N-P-K rate
Pfeifer et al., 1990	United States	Madalin soil, Willsboro, NY	reported site	44.35	-73.3833333333					experimental trial		Reed canarygrass	Phalaris arundinacea	Phalaris arundinacea L.	1985	1987					1.648	ton DM/ha/yr			biomass yield	aboveground	dried, weighted	directly reported	C, Conventional harvest management			yes	annual	34.0	28.0	14.0				fertility level 1: 0.5-0.5-0.5 times of recommended N-P-K rate
Pfeifer et al., 1990	United States	Madalin soil, Willsboro, NY	reported site	44.35	-73.3833333333					experimental trial		Reed canarygrass	Phalaris arundinacea	Phalaris arundinacea L.	1985	1988					6.259	ton DM/ha/yr			biomass yield	aboveground	dried, weighted	directly reported	C, Conventional harvest management			yes	annual	34.0	28.0	14.0				fertility level 1: 0.5-0.5-0.5 times of recommended N-P-K rate
Pfeifer et al., 1990	United States	Madalin soil, Willsboro, NY	reported site	44.35	-73.3833333333					experimental trial		Reed canarygrass	Phalaris arundinacea	Phalaris arundinacea L.	1985	1989					6.21	ton DM/ha/yr			biomass yield	aboveground	dried, weighted	directly reported	C, Conventional harvest management			yes	annual	34.0	28.0	14.0				fertility level 1: 0.5-0.5-0.5 times of recommended N-P-K rate
Pfeifer et al., 1990	United States	Madalin soil, Willsboro, NY	reported site	44.35	-73.3833333333					experimental trial		Reed canarygrass	Phalaris arundinacea	Phalaris arundinacea L.	1985	1986					2.053	ton DM/ha/yr			biomass yield	aboveground	dried, weighted	directly reported	X, lax harvest management systems			yes	annual	28.0	28.0	13.0				fertility level 1: 0.5-0.5-0.5 times of recommended N-P-K rate
Pfeifer et al., 1990	United States	Madalin soil, Willsboro, NY	reported site	44.35	-73.3833333333					experimental trial		Reed canarygrass	Phalaris arundinacea	Phalaris arundinacea L.	1985	1987					3.477	ton DM/ha/yr			biomass yield	aboveground	dried, weighted	directly reported	X, lax harvest management systems			yes	annual	34.0	28.0	14.0				fertility level 1: 0.5-0.5-0.5 times of recommended N-P-K rate
